age,minutes_played,goals_per90,assists_per90,position,last_season,country_of_citizenship,market_value_in_eur,target_log,league_rank
36.0,17898.0,0.3771371102916527,0.2413677505866577,Attack,2022,England,1000000,13.815511557963774,1
36.0,1596.0,0.0,0.225563909774436,Defender,2013,Germany,300000,12.611541086966117,4
35.0,90.0,0.0,0.0,Goalkeeper,2022,England,500000,13.122365377402328,1
36.0,2419.0,0.260438197602315,0.2232327408019843,Attack,2023,Italy,1000000,13.815511557963774,2
37.0,10835.0,0.0,0.0,Goalkeeper,2024,Italy,200000,12.206077645517674,5
35.0,3055.0,0.0,0.0,Defender,2018,Senegal,200000,12.206077645517674,8
37.0,4433.0,0.284231897135123,0.2030227836679449,Attack,2016,Nigeria,300000,12.611541086966117,8
40.0,26186.0,0.054991216680669,0.1237302375315053,Defender,2021,Turkey,50000,10.819798284210286,8
40.0,1932.0,0.046583850931677,0.0,Defender,2012,Guinea,750000,13.527829818844936,8
40.0,4840.0,0.2231404958677686,0.3347107438016529,Attack,2016,Senegal,450000,13.017005083966255,7
40.0,2957.0,0.0304362529590801,0.0913087588772404,Midfield,2016,France,325000,12.691583538230216,5
40.0,3402.0,0.0,0.0264550264550264,Defender,2013,France,250000,12.429220196836384,14
37.0,23042.0,0.0,0.0,Goalkeeper,2024,Turkey,200000,12.206077645517674,8
37.0,14622.0,0.0923266311038161,0.1723430447271235,Midfield,2020,Belgium,900000,13.71015115341694,14
37.0,0.0,0.0,0.0,Goalkeeper,2014,Belgium,200000,12.206077645517674,14
37.0,1645.0,0.0547112462006079,0.0547112462006079,Attack,2013,Belgium,200000,12.206077645517674,14
38.0,18745.0,0.0048012803414243,0.0,Goalkeeper,2024,Bosnia-Herzegovina,300000,12.611541086966117,1
40.0,3933.0,0.022883295194508,0.091533180778032,Defender,2015,Belgium,400000,12.899222326086994,13
40.0,3705.0,0.0242914979757085,0.0728744939271255,Defender,2015,Mali,250000,12.429220196836384,5
39.0,53.0,0.0,0.0,Attack,2014,France,250000,12.429220196836384,5
38.0,5861.0,0.0,0.015355741341068,Defender,2018,France,500000,13.122365377402328,5
38.0,1570.0,0.0,0.0,Defender,2013,France,300000,12.611541086966117,9
38.0,25797.0,0.1255959995348296,0.1011745551808349,Midfield,2019,France,500000,13.122365377402328,2
39.0,5128.0,0.0,0.0,Goalkeeper,2022,France,200000,12.206077645517674,5
39.0,139.0,0.6474820143884892,0.0,Midfield,2013,Senegal,250000,12.429220196836384,10
39.0,7484.0,0.0120256547300908,0.0,Defender,2016,France,1000000,13.815511557963774,5
40.0,17424.0,0.0258264462809917,0.134297520661157,Defender,2020,Brazil,200000,12.206077645517674,9
39.0,8561.0,0.042051162247401,0.0210255811237005,Defender,2019,Cameroon,250000,12.429220196836384,9
40.0,13829.0,0.4815966447320847,0.0911128787330971,Attack,2021,Senegal,200000,12.206077645517674,8
39.0,13716.0,0.0853018372703412,0.0393700787401574,Midfield,2019,Senegal,25000,10.12667110305036,8
40.0,9470.0,0.2280887011615628,0.2661034846884899,Attack,2015,Turkey,10000,9.210440366976515,8
40.0,1870.0,0.2406417112299465,0.0962566844919786,Attack,2016,England,200000,12.206077645517674,1
40.0,6508.0,0.0691456668715427,0.0829748002458512,Midfield,2015,Portugal,125000,11.736077016252436,7
39.0,1873.0,0.192205018686599,0.0480512546716497,Attack,2012,Portugal,1000000,13.815511557963774,7
40.0,152.0,0.0,0.0,Goalkeeper,2013,Senegal,50000,10.819798284210286,5
38.0,12.0,0.0,0.0,Missing,2012,Tunisia,50000,10.819798284210286,4
40.0,3013.0,0.2688350481247926,0.1194822436110189,Midfield,2013,Hungary,25000,10.12667110305036,10
38.0,2841.0,0.0950369588173178,0.2851108764519535,Attack,2014,Netherlands,250000,12.429220196836384,6
39.0,7253.0,0.0,0.0,Goalkeeper,2024,England,250000,12.429220196836384,1
40.0,9765.0,0.0,0.0921658986175115,Defender,2017,Turkey,10000,9.210440366976515,8
37.0,6960.0,0.0,0.0129310344827586,Defender,2019,Greece,200000,12.206077645517674,9
38.0,9867.0,0.3739738522347218,0.1185770750988142,Attack,2019,Greece,75000,11.225256725762891,9
39.0,18313.0,0.0491454158248238,0.0294872494948943,Defender,2021,Italy,400000,12.899222326086994,2
40.0,4177.0,0.0215465645199904,0.0,Defender,2015,Greece,150000,11.918397239722838,9
39.0,17619.0,0.0817299506214881,0.030648731483058,Defender,2022,New Zealand,75000,11.225256725762891,9
39.0,4229.0,0.2979427760699929,0.2766611492078505,Attack,2015,Algeria,600000,13.304686600863562,9
37.0,1618.0,0.2224969097651421,0.0556242274412855,Midfield,2013,Germany,100000,11.51293546492023,4
38.0,10457.0,0.0602467246820311,0.0258200248637276,Defender,2017,Italy,150000,11.918397239722838,2
39.0,1230.0,0.0,0.0,Midfield,2013,Slovenia,100000,11.51293546492023,9
38.0,13181.0,0.3345724907063197,0.1638722403459525,Midfield,2023,Greece,150000,11.918397239722838,9
38.0,16801.0,0.0,0.0,Goalkeeper,2019,Greece,150000,11.918397239722838,9
40.0,10274.0,0.0175199532801245,0.0175199532801245,Defender,2019,Greece,150000,11.918397239722838,9
37.0,22016.0,0.0081758720930232,0.0531431686046511,Defender,2023,Greece,50000,10.819798284210286,9
38.0,0.0,0.0,0.0,Goalkeeper,2015,Greece,75000,11.225256725762891,9
38.0,12923.0,0.0208929815058422,0.0348216358430704,Defender,2019,Greece,75000,11.225256725762891,9
38.0,13620.0,0.0,0.039647577092511,Defender,2018,Greece,100000,11.51293546492023,9
39.0,788.0,0.0,0.0,Goalkeeper,2012,Greece,300000,12.611541086966117,9
37.0,31662.0,0.054007959067652,0.0170551449687322,Defender,2023,Greece,700000,13.45883704259595,3
37.0,1890.0,0.0,0.0,Goalkeeper,2013,Greece,250000,12.429220196836384,9
37.0,280.0,0.0,0.0,Goalkeeper,2019,Italy,150000,11.918397239722838,2
39.0,11603.0,0.0387830733431009,0.0155132293372403,Defender,2017,Italy,200000,12.206077645517674,2
38.0,15319.0,0.0352503427116652,0.0352503427116652,Defender,2020,Colombia,250000,12.429220196836384,2
38.0,2.0,0.0,0.0,Defender,2019,England,75000,11.225256725762891,1
37.0,377.0,0.0,0.0,Midfield,2012,Sweden,150000,11.918397239722838,10
39.0,7340.0,0.0490463215258855,0.0980926430517711,Midfield,2016,Cameroon,100000,11.51293546492023,8
38.0,15.0,0.0,0.0,Midfield,2015,Netherlands,200000,12.206077645517674,6
39.0,680.0,0.0,0.0,Midfield,2014,Netherlands,200000,12.206077645517674,10
38.0,2701.0,0.1999259533506108,0.0666419844502036,Midfield,2014,Netherlands,200000,12.206077645517674,14
39.0,990.0,0.0,0.0,Defender,2014,Croatia,325000,12.691583538230216,12
39.0,21011.0,0.0385512350673456,0.042834705630384,Defender,2020,Croatia,1000000,13.815511557963774,13
39.0,154.0,0.0,0.0,Attack,2013,Ghana,175000,12.07254696717504,7
40.0,406.0,0.0,0.0,Attack,2012,Montenegro,200000,12.206077645517674,12
38.0,11912.0,0.1586635325721961,0.0906648757555406,Midfield,2016,Wales,300000,12.611541086966117,1
38.0,38.0,0.0,0.0,Midfield,2013,Serbia,50000,10.819798284210286,8
37.0,5547.0,0.1297998918334234,0.0811249323958896,Midfield,2022,Iceland,350000,12.765691290604371,8
40.0,17183.0,0.0890414945003782,0.1414188442064831,Defender,2020,Brazil,350000,12.765691290604371,14
39.0,2387.0,0.0754084625052367,0.113112693757855,Defender,2016,Czech Republic,600000,13.304686600863562,8
40.0,1127.0,0.1597160603371783,0.0,Attack,2014,Guinea,200000,12.206077645517674,5
37.0,203.0,0.0,0.0,Midfield,2012,Czech Republic,150000,11.918397239722838,8
40.0,4100.0,0.0,0.0,Defender,2014,France,200000,12.206077645517674,5
37.0,477.0,0.0,0.1886792452830188,Midfield,2012,Czech Republic,300000,12.611541086966117,14
37.0,3863.0,0.023297954957287,0.023297954957287,Defender,2020,Czech Republic,200000,12.206077645517674,4
40.0,1330.0,0.0676691729323308,0.0676691729323308,Defender,2015,Slovakia,300000,12.611541086966117,4
38.0,270.0,0.0,0.0,Goalkeeper,2018,Croatia,50000,10.819798284210286,2
40.0,10866.0,0.0082827167310877,0.0331308669243511,Defender,2020,Netherlands,125000,11.736077016252436,6
37.0,2474.0,0.4365400161681487,0.0,Attack,2019,Denmark,325000,12.691583538230216,10
37.0,270.0,0.0,0.0,Defender,2018,England,400000,12.899222326086994,1
39.0,3503.0,0.025692263773908,0.0513845275478161,Midfield,2013,Ireland,350000,12.765691290604371,11
38.0,12853.0,0.0210067688477398,0.0140045125651598,Defender,2020,Switzerland,200000,12.206077645517674,10
37.0,627.0,0.1435406698564593,0.1435406698564593,Attack,2013,England,350000,12.765691290604371,11
39.0,299.0,0.3010033444816053,0.0,Attack,2014,Spain,50000,10.819798284210286,3
38.0,4555.0,0.0,0.1185510428100987,Defender,2015,Portugal,200000,12.206077645517674,7
39.0,18824.0,0.439864003399915,0.1529961750956226,Attack,2020,Croatia,800000,13.592368256649284,2
37.0,2267.0,0.0,0.0397000441111601,Defender,2018,Portugal,50000,10.819798284210286,7
38.0,11082.0,0.0324851109907958,0.0162425554953979,Defender,2018,Germany,150000,11.918397239722838,8
39.0,28551.0,0.3467479247662078,0.157612693075549,Attack,2023,Spain,1500000,14.220976332738882,3
36.0,3302.0,0.1907934585099939,0.1907934585099939,Attack,2017,Russia,150000,11.918397239722838,13
40.0,4695.0,0.0958466453674121,0.0383386581469648,Midfield,2015,Slovenia,125000,11.736077016252436,13
37.0,3510.0,0.1025641025641025,0.0256410256410256,Defender,2014,Poland,150000,11.918397239722838,11
39.0,5023.0,0.035835158271949,0.0537527374079235,Defender,2015,Ireland,25000,10.12667110305036,1
40.0,6530.0,0.0275650842266462,0.0275650842266462,Defender,2018,Ireland,725000,13.493928313146206,1
37.0,6763.0,0.3193848883631524,0.1463847404997782,Attack,2017,Turkey,150000,11.918397239722838,8
40.0,1367.0,0.1316752011704462,0.3950256035113387,Attack,2013,Romania,50000,10.819798284210286,5
39.0,4962.0,0.0181378476420798,0.0,Defender,2014,Belgium,100000,11.51293546492023,14
39.0,8376.0,0.2256446991404011,0.0644699140401146,Attack,2017,Ukraine,50000,10.819798284210286,12
38.0,1248.0,0.1442307692307692,0.0721153846153846,Midfield,2012,Denmark,350000,12.765691290604371,4
39.0,31934.0,0.2029185194463581,0.1775537045155633,Midfield,2024,Denmark,100000,11.51293546492023,6
39.0,9811.0,0.1009071450412802,0.1192538986851493,Midfield,2015,Netherlands,250000,12.429220196836384,6
37.0,19102.0,0.0376923882315987,0.0471154852894984,Midfield,2022,Unknown,400000,12.899222326086994,4
39.0,3807.0,0.1182033096926714,0.2127659574468085,Midfield,2017,Ireland,1000000,13.815511557963774,1
38.0,146.0,0.0,0.0,Attack,2013,Cameroon,300000,12.611541086966117,9
40.0,20484.0,0.4481546572934973,0.2416520210896309,Attack,2021,Spain,500000,13.122365377402328,3
40.0,1494.0,0.0602409638554216,0.0,Midfield,2014,Italy,200000,12.206077645517674,2
38.0,3076.0,0.0292587776332899,0.0,Defender,2018,Belgium,100000,11.51293546492023,14
39.0,7380.0,0.024390243902439,0.0365853658536585,Defender,2018,Russia,50000,10.819798284210286,13
40.0,6930.0,0.0,0.0,Goalkeeper,2020,Benin,350000,12.765691290604371,8
38.0,2195.0,0.041002277904328,0.0,Defender,2014,Romania,50000,10.819798284210286,12
37.0,12133.0,0.682436330668425,0.0964312206379296,Attack,2021,Greece,200000,12.206077645517674,9
39.0,123.0,1.4634146341463414,0.0,Midfield,2012,Scotland,275000,12.524530013005734,11
40.0,23702.0,0.6113408151210868,0.1784659522403172,Attack,2022,Unknown,800000,13.592368256649284,6
38.0,9162.0,0.1571709233791748,0.3143418467583497,Midfield,2015,Hungary,250000,12.429220196836384,8
40.0,18775.0,0.1677762982689747,0.1725699067909454,Midfield,2019,Turkey,300000,12.611541086966117,8
39.0,1921.0,0.0,0.0,Defender,2013,Turkey,25000,10.12667110305036,8
37.0,1966.0,0.2288911495422177,0.2746693794506612,Attack,2013,Belgium,150000,11.918397239722838,1
36.0,35245.0,0.0970350404312668,0.0561781813023123,Defender,2024,Belgium,2500000,14.731801689838347,3
38.0,2340.0,0.0,0.0,Goalkeeper,2019,Poland,25000,10.12667110305036,8
40.0,0.0,0.0,0.0,Goalkeeper,2012,Portugal,200000,12.206077645517674,7
38.0,10432.0,0.2847009202453988,0.1294095092024539,Attack,2022,Scotland,200000,12.206077645517674,11
38.0,10501.0,0.2399771450338063,0.2314065327111703,Attack,2015,Germany,275000,12.524530013005734,4
36.0,31709.0,0.4825128512409726,0.3718187265445142,Midfield,2023,Germany,5000000,15.424948670398354,4
37.0,19296.0,0.0279850746268656,0.1119402985074626,Defender,2021,Germany,500000,13.122365377402328,4
39.0,21953.0,0.1065913542568214,0.1680863663280645,Defender,2024,Portugal,250000,12.429220196836384,9
36.0,16960.0,0.3290094339622641,0.111438679245283,Attack,2022,Italy,1000000,13.815511557963774,8
36.0,7568.0,0.2259513742071881,0.2616279069767442,Midfield,2017,Germany,1000000,13.815511557963774,9
37.0,45.0,0.0,0.0,Attack,2013,Turkey,10000,9.210440366976515,8
38.0,8468.0,0.0106282475200755,0.0425129900803023,Defender,2017,Turkey,250000,12.429220196836384,8
36.0,90.0,0.0,0.0,Goalkeeper,2014,Germany,50000,10.819798284210286,11
37.0,1056.0,0.0852272727272727,0.0852272727272727,Attack,2017,Jamaica,250000,12.429220196836384,1
37.0,4676.0,0.2309666381522669,0.0769888793840889,Attack,2020,Ireland,200000,12.206077645517674,1
39.0,691.0,0.0,0.0,Midfield,2014,Poland,300000,12.611541086966117,3
38.0,1342.0,0.0,0.0,Defender,2015,Portugal,100000,11.51293546492023,7
38.0,2750.0,0.0327272727272727,0.0,Midfield,2021,Germany,75000,11.225256725762891,4
38.0,1510.0,0.0596026490066225,0.0,Attack,2017,Turkey,100000,11.51293546492023,8
39.0,30563.0,0.2031868599286719,0.3533684520498642,Midfield,2022,Spain,4000000,15.201805169084134,3
37.0,6155.0,0.1169780666125101,0.2339561332250203,Midfield,2020,Netherlands,275000,12.524530013005734,6
37.0,7755.0,0.11605415860735,0.1856866537717601,Midfield,2018,Netherlands,150000,11.918397239722838,9
38.0,14023.0,0.0449261926834486,0.1026884404193111,Midfield,2020,Turkey,75000,11.225256725762891,8
38.0,18019.0,0.1448471058327321,0.1798102003440812,Midfield,2021,Scotland,350000,12.765691290604371,11
37.0,618.0,0.4368932038834952,0.0,Attack,2013,Paraguay,50000,10.819798284210286,3
40.0,7217.0,0.2494111126506859,0.1371761119578772,Attack,2015,Spain,50000,10.819798284210286,3
40.0,1800.0,0.0,0.0,Goalkeeper,2018,Spain,50000,10.819798284210286,3
40.0,5676.0,0.0158562367864693,0.0317124735729386,Defender,2016,Venezuela,100000,11.51293546492023,3
39.0,9531.0,0.0377714825306893,0.0094428706326723,Defender,2016,Spain,100000,11.51293546492023,3
40.0,11947.0,0.4595295890181636,0.1657319829245835,Attack,2020,Spain,300000,12.611541086966117,2
39.0,3982.0,0.0452034153691612,0.1808136614766449,Defender,2015,Spain,800000,13.592368256649284,1
37.0,258.0,0.3488372093023256,0.0,Attack,2013,Czech Republic,75000,11.225256725762891,9
39.0,90.0,0.0,0.0,Defender,2015,Czech Republic,300000,12.611541086966117,1
37.0,9425.0,0.4488063660477453,0.3246684350132626,Attack,2017,Ireland,400000,12.899222326086994,9
40.0,3813.0,0.02360346184107,0.0,Defender,2016,Portugal,75000,11.225256725762891,7
37.0,0.0,0.0,0.0,Midfield,2012,Scotland,125000,11.736077016252436,11
38.0,1360.0,0.3970588235294118,0.0661764705882353,Attack,2014,Netherlands,25000,10.12667110305036,8
37.0,895.0,0.0,0.2011173184357541,Attack,2012,Czech Republic,100000,11.51293546492023,12
40.0,4286.0,0.2519832011199253,0.1049930004666355,Attack,2014,Equatorial Guinea,600000,13.304686600863562,7
40.0,8960.0,0.0,0.0,Goalkeeper,2020,Czech Republic,300000,12.611541086966117,11
38.0,911.0,0.0,0.0,Midfield,2018,Czech Republic,200000,12.206077645517674,10
36.0,26402.0,0.2147564578441027,0.3579274297401712,Midfield,2022,Germany,700000,13.45883704259595,8
38.0,2472.0,0.1092233009708738,0.0,Attack,2016,Italy,50000,10.819798284210286,2
38.0,1854.0,0.0,0.0,Midfield,2017,Sweden,150000,11.918397239722838,7
39.0,142.0,0.0,0.0,Attack,2013,Italy,125000,11.736077016252436,2
39.0,4328.0,0.0207948243992606,0.0623844731977818,Defender,2013,Italy,100000,11.51293546492023,2
38.0,1413.0,0.1273885350318471,0.0,Attack,2019,Italy,150000,11.918397239722838,2
39.0,16383.0,0.0549349935909174,0.0494414942318256,Midfield,2019,Italy,300000,12.611541086966117,2
40.0,1375.0,0.2618181818181818,0.1309090909090909,Attack,2013,Kenya,1000000,13.815511557963774,5
39.0,2138.0,0.4630495790458372,0.0841908325537885,Attack,2015,Nigeria,200000,12.206077645517674,11
36.0,15345.0,0.3577712609970674,0.2111436950146627,Attack,2017,Mexico,2500000,14.731801689838347,3
38.0,6755.0,0.1865284974093264,0.3997039230199852,Midfield,2020,Spain,150000,11.918397239722838,14
40.0,620.0,0.0,0.0,Attack,2017,Netherlands,250000,12.429220196836384,9
38.0,2136.0,0.1685393258426966,0.1264044943820224,Attack,2016,Nigeria,250000,12.429220196836384,4
37.0,179.0,0.0,0.0,Attack,2015,Italy,100000,11.51293546492023,2
39.0,8626.0,0.1773707396243913,0.1147693021099003,Attack,2019,England,75000,11.225256725762891,8
38.0,40022.0,0.0,0.0,Goalkeeper,2023,Italy,800000,13.592368256649284,2
39.0,8240.0,0.0327669902912621,0.0436893203883495,Midfield,2018,Argentina,75000,11.225256725762891,7
37.0,5186.0,0.2256074045507134,0.1908985730813729,Midfield,2020,Tunisia,75000,11.225256725762891,9
37.0,17223.0,0.1881205364919003,0.2560529524473088,Midfield,2022,Suriname,300000,12.611541086966117,9
36.0,3869.0,0.0465236495218402,0.0232618247609201,Defender,2020,Serbia,250000,12.429220196836384,13
38.0,23962.0,0.0676070444871045,0.015023787663801,Defender,2019,Argentina,1000000,13.815511557963774,3
40.0,511.0,0.1761252446183953,0.0,Defender,2012,Denmark,50000,10.819798284210286,10
38.0,21919.0,0.0739084812263333,0.1765591495962407,Defender,2019,Sweden,300000,12.611541086966117,14
40.0,4724.0,0.019051651143099,0.0762066045723962,Defender,2016,Serbia,500000,13.122365377402328,5
36.0,1611.0,0.111731843575419,0.2793296089385475,Midfield,2014,Serbia,200000,12.206077645517674,7
40.0,10396.0,0.2337437475952289,0.2250865717583686,Attack,2015,Serbia,50000,10.819798284210286,9
40.0,4042.0,0.0,0.0,Goalkeeper,2019,Serbia,25000,10.12667110305036,9
39.0,11924.0,0.2566252935256625,0.067930224756793,Attack,2018,Serbia,50000,10.819798284210286,9
36.0,45205.0,0.3683220882645725,0.4180953434354607,Midfield,2024,Serbia,2500000,14.731801689838347,8
39.0,1579.0,0.0569981000633312,0.0569981000633312,Defender,2012,Russia,50000,10.819798284210286,13
37.0,27321.0,0.3755353025145492,0.3096519161084879,Attack,2022,Germany,500000,13.122365377402328,4
38.0,17756.0,0.2128857850867312,0.2432980400991214,Attack,2020,Turkey,100000,11.51293546492023,8
38.0,8888.0,0.243024302430243,0.2126462646264626,Attack,2019,Germany,300000,12.611541086966117,4
37.0,0.0,0.0,0.0,Goalkeeper,2018,Portugal,100000,11.51293546492023,7
39.0,7766.0,0.185423641514293,0.2317795518928663,Attack,2018,Russia,200000,12.206077645517674,13
40.0,3525.0,0.076595744680851,0.025531914893617,Attack,2017,Russia,100000,11.51293546492023,13
39.0,4580.0,0.0589519650655021,0.0393013100436681,Defender,2015,Bulgaria,50000,10.819798284210286,13
39.0,14276.0,0.0189128607453068,0.0693471560661249,Defender,2018,Bulgaria,10000,9.210440366976515,13
39.0,6521.0,0.3450391044318356,0.1242140775954608,Attack,2019,Ukraine,50000,10.819798284210286,12
38.0,2601.0,0.0346020761245674,0.1730103806228373,Midfield,2013,Germany,125000,11.736077016252436,4
37.0,5034.0,0.3039332538736591,0.0715137067938021,Attack,2022,Germany,900000,13.71015115341694,4
37.0,8964.0,0.0100401606425702,0.0200803212851405,Defender,2019,Cameroon,150000,11.918397239722838,1
38.0,9452.0,0.1999576809140922,0.1047397376216673,Attack,2018,Togo,100000,11.51293546492023,14
39.0,291.0,0.3092783505154639,0.3092783505154639,Attack,2013,France,250000,12.429220196836384,5
40.0,1887.0,0.095389507154213,0.0,Defender,2013,Poland,75000,11.225256725762891,13
38.0,20435.0,0.0528505015904086,0.0044042084658673,Midfield,2021,Spain,300000,12.611541086966117,7
39.0,7876.0,0.0457084814626714,0.0,Defender,2018,Italy,500000,13.122365377402328,2
37.0,16546.0,0.0380756678351263,0.0163181433579112,Defender,2023,Belarus,100000,11.51293546492023,13
37.0,16943.0,0.4727616124653249,0.1381101339786342,Attack,2021,Croatia,300000,12.611541086966117,2
39.0,7264.0,0.1486784140969163,0.1238986784140969,Defender,2014,Sweden,300000,12.611541086966117,6
39.0,10078.0,0.2947013296288946,0.1339551498313157,Midfield,2017,Sweden,300000,12.611541086966117,5
38.0,3995.0,0.0,0.0225281602002503,Defender,2015,Scotland,50000,10.819798284210286,11
39.0,1635.0,0.0,0.0,Goalkeeper,2013,Scotland,150000,11.918397239722838,11
36.0,1410.0,0.0,0.0,Midfield,2021,Scotland,100000,11.51293546492023,11
39.0,270.0,0.0,0.3333333333333333,Defender,2012,Sweden,50000,10.819798284210286,6
40.0,7164.0,0.100502512562814,0.0376884422110552,Midfield,2018,Ghana,200000,12.206077645517674,14
39.0,17540.0,0.0615735461801596,0.0359179019384264,Defender,2019,Scotland,250000,12.429220196836384,11
40.0,7430.0,0.0484522207267833,0.0242261103633916,Defender,2019,Scotland,250000,12.429220196836384,11
38.0,7079.0,0.1144229410933747,0.1271366012148608,Midfield,2018,Scotland,225000,12.323860125621126,11
39.0,17494.0,0.0,0.0,Goalkeeper,2019,Scotland,150000,11.918397239722838,11
38.0,6459.0,0.027868091035764,0.0696702275894101,Midfield,2015,Scotland,50000,10.819798284210286,11
38.0,3250.0,0.083076923076923,0.2215384615384615,Defender,2018,Scotland,300000,12.611541086966117,11
37.0,3222.0,0.1675977653631285,0.111731843575419,Attack,2014,Turkey,25000,10.12667110305036,8
39.0,18891.0,0.1048118151500714,0.0762267746545974,Midfield,2019,Sweden,300000,12.611541086966117,9
37.0,1014.0,0.0887573964497041,0.1775147928994082,Attack,2014,Sweden,100000,11.51293546492023,9
37.0,5190.0,0.5202312138728324,0.1213872832369942,Attack,2019,Scotland,275000,12.524530013005734,11
39.0,6840.0,0.1052631578947368,0.1842105263157894,Midfield,2014,Scotland,150000,11.918397239722838,11
39.0,1724.0,0.0,0.0,Midfield,2015,Spain,250000,12.429220196836384,11
37.0,0.0,0.0,0.0,Goalkeeper,2012,Scotland,75000,11.225256725762891,11
37.0,744.0,0.3629032258064515,0.0,Attack,2013,Scotland,200000,12.206077645517674,11
40.0,3441.0,0.05231037489102,0.07846556233653,Defender,2017,Denmark,200000,12.206077645517674,10
39.0,95.0,0.0,0.0,Attack,2013,Denmark,200000,12.206077645517674,10
40.0,13913.0,0.0129375404298138,0.0452813915043484,Midfield,2018,Denmark,400000,12.899222326086994,10
39.0,5472.0,0.2467105263157895,0.1809210526315789,Attack,2022,Turkey,175000,12.07254696717504,8
38.0,2365.0,0.0,0.0,Defender,2016,Scotland,250000,12.429220196836384,11
40.0,14367.0,0.0689079139695134,0.2380455209855919,Midfield,2017,Northern Ireland,350000,12.765691290604371,1
36.0,643.0,0.0,0.1399688958009331,Attack,2017,Montenegro,50000,10.819798284210286,9
40.0,0.0,0.0,0.0,Attack,2012,Serbia,100000,11.51293546492023,13
37.0,6409.0,0.0,0.0,Goalkeeper,2022,Serbia,150000,11.918397239722838,9
38.0,1537.0,0.0,0.1171112556929082,Defender,2012,Serbia,100000,11.51293546492023,13
40.0,146.0,0.6164383561643836,0.0,Attack,2019,England,50000,10.819798284210286,1
38.0,9966.0,0.0270921131848284,0.045153521974714,Defender,2016,England,250000,12.429220196836384,1
37.0,13531.0,0.0465597516813243,0.0532111447786564,Defender,2017,Serbia,225000,12.323860125621126,13
38.0,5401.0,0.499907424551009,0.0833179040918348,Attack,2022,Northern Ireland,75000,11.225256725762891,11
35.0,1356.0,0.0,0.0,Goalkeeper,2024,Germany,200000,12.206077645517674,4
40.0,1292.0,0.0,0.0,Goalkeeper,2013,Belarus,150000,11.918397239722838,13
38.0,257.0,0.0,0.0,Defender,2013,France,50000,10.819798284210286,5
38.0,5926.0,0.045561930475869,0.1822477219034761,Defender,2015,Poland,150000,11.918397239722838,4
38.0,7567.0,0.3805999735694462,0.1665124884366327,Attack,2019,Portugal,50000,10.819798284210286,7
40.0,1617.0,0.0556586270871985,0.0,Defender,2012,Serbia,25000,10.12667110305036,12
38.0,4081.0,0.1543739279588336,0.1543739279588336,Attack,2018,England,800000,13.592368256649284,1
37.0,9161.0,0.1670123348979369,0.1080668049339591,Attack,2017,England,350000,12.765691290604371,1
39.0,3972.0,0.3398791540785498,0.1586102719033232,Attack,2019,Tunisia,250000,12.429220196836384,14
33.0,123.0,0.0,0.0,Attack,2015,Germany,250000,12.429220196836384,11
39.0,6113.0,0.1325044986095207,0.0147227220677245,Defender,2014,Sweden,300000,12.611541086966117,6
38.0,14623.0,0.2954250153867195,0.1477125076933597,Attack,2022,Turkey,75000,11.225256725762891,8
38.0,654.0,0.0,0.0,Midfield,2014,Kenya,300000,12.611541086966117,2
40.0,2576.0,0.0349378881987577,0.139751552795031,Defender,2018,England,250000,12.429220196836384,11
38.0,8548.0,0.2105755732335049,0.1474029012634534,Attack,2015,England,1000000,13.815511557963774,1
38.0,1178.0,0.0764006791171477,0.0,Defender,2015,England,300000,12.611541086966117,1
38.0,9471.0,0.1520430788723471,0.123535001583782,Midfield,2016,England,400000,12.899222326086994,1
37.0,15525.0,0.0463768115942029,0.1043478260869565,Midfield,2021,Turkey,50000,10.819798284210286,8
39.0,180.0,0.0,0.0,Goalkeeper,2016,Sweden,300000,12.611541086966117,6
38.0,5099.0,0.4412629927436752,0.1765051970974701,Attack,2017,Denmark,125000,11.736077016252436,6
38.0,11334.0,0.0397035468501852,0.0873478030704076,Defender,2019,Denmark,200000,12.206077645517674,10
38.0,1685.0,0.0,0.0,Defender,2013,Norway,200000,12.206077645517674,13
39.0,7616.0,0.0,0.0118172268907563,Goalkeeper,2016,Serbia,50000,10.819798284210286,9
37.0,5693.0,0.1897066572984367,0.1580888810820305,Attack,2016,Norway,200000,12.206077645517674,9
38.0,19169.0,0.0281704835933016,0.0704262089832542,Midfield,2020,Finland,50000,10.819798284210286,2
38.0,16254.0,0.2713178294573643,0.1716500553709856,Attack,2021,Ireland,250000,12.429220196836384,1
38.0,11225.0,0.0641425389755011,0.0240534521158129,Defender,2022,Spain,300000,12.611541086966117,3
40.0,968.0,0.0,0.0,Midfield,2016,Spain,150000,11.918397239722838,9
37.0,8737.0,0.0206020373125786,0.0,Midfield,2019,England,650000,13.384729180332174,6
40.0,1995.0,0.0,0.0,Defender,2018,Australia,500000,13.122365377402328,11
40.0,7274.0,0.0618641737695903,0.0494913390156722,Midfield,2015,Colombia,650000,13.384729180332174,7
39.0,5165.0,0.5401742497579864,0.1568247821878025,Attack,2015,Italy,5000000,15.424948670398354,7
38.0,19336.0,0.041890773686388,0.0372362432767894,Defender,2021,Spain,300000,12.611541086966117,9
39.0,15323.0,0.1233439926907263,0.0117470469229263,Defender,2020,Morocco,200000,12.206077645517674,8
39.0,20639.0,0.0,0.0,Goalkeeper,2020,Spain,500000,13.122365377402328,3
38.0,1063.0,0.0,0.0,Defender,2013,Italy,200000,12.206077645517674,2
